MF;abpcode;scientificName;taxonRank;scientificName_GBIF;kingdom;phylum;class;order;family;genus;specificEpithet;infraspecificEpithet;scientificNameAuthorship;establishmentMeans;Ind.NonInd;trophic
666;A00367;Rhyzobius lophanthae (Blaisdell, 1892);species;Rhyzobius lophanthae (Blaisdell, 1892);Animalia;Arthropoda;Insecta;Coleoptera;Coccinellidae;Rhyzobius;lophanthae;NA;(Blaisdell, 1892);I;NonInd;P
669;NA;Melanaphis luzulella (Hille Ris Lambers, 1947);species;Melanaphis luzulella (Hille Ris Lambers, 1947);Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Melanaphis;luzulella;NA;(Hille Ris Lambers, 1947);I;NonInd;H
670;NA;Blastobasis sp.;genus;NA;Animalia;Arthropoda;Insecta;Lepidoptera;Blastobasidae;Blastobasis;sp.;NA;NA;N;Ind;H
671;A01281;Thrips australis (Bagnall, 1915);species;Thrips australis (Bagnall, 1915);Animalia;Arthropoda;Insecta;Thysanoptera;Thripidae;Thrips;australis;NA;(Bagnall, 1915);I;NonInd;H
673;A00517;Mecinus pascuorum (Gyllenhal, 1813);species;Mecinus pascuorum (L.Gyllenhal, 1813);Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Mecinus;pascuorum;NA;(Gyllenhal, 1813);I;NonInd;H
676;A01352;Microplax plagiatus (Fieber, 1837);species;Microplax plagiata (Fieber, 1837);Animalia;Arthropoda;Insecta;Hemiptera;Oxycarenidae;Microplax;plagiatus;NA;(Fieber, 1837);N;Ind;H
678;NA;Aleyrodidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
679;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
680;NA;Lepidoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Lepidoptera;NA;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
681;A00375;Cartodere satelles (Blackburn, 1888);species;Cartodere satelles (Blackburn, 1888);Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Cartodere;satelles;NA;(Blackburn, 1888);I;NonInd;S
682;A00223;Onthophagus taurus (Schreber, 1759);species;Onthophagus taurus (Schreber, 1759);Animalia;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Onthophagus;taurus;NA;(Schreber, 1759);I;NonInd;S
684;NA;Araeoncus sp.;genus;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Araeoncus;sp.;NA;NA;E;Ind;P
685;A00038;Stenolophus teutonus (Schrank, 1781);species;Stenolophus teutonus (Schrank, 1781);Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Stenolophus;teutonus;NA;(Schrank, 1781);N;Ind;P
686;NA;Hemiptera sp.;order;NA;Animalia;Arthropoda;Insecta;Hemiptera;NA;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
687;A00056;Hydroporus guernei Régimbart, 1891;species;Hydroporus guernei Régimbart, 1891;Animalia;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroporus;guernei;NA;Régimbart, 1891;E;Ind;P
688;A00657;Porrhoclubiona genevensis (L. Koch, 1866);species;Porrhoclubiona genevensis (L.Koch, 1866);Animalia;Arthropoda;Arachnida;Araneae;Clubionidae;Porrhoclubiona;genevensis;NA;(L. Koch, 1866);I;NonInd;P
689;NA;Scoparia sp.;genus;NA;Animalia;Arthropoda;Insecta;Lepidoptera;Crambidae;Scoparia;sp.;NA;NA;E;Ind;H
690;NA;Blastobasis sp.;genus;NA;Animalia;Arthropoda;Insecta;Lepidoptera;Blastobasidae;Blastobasis;sp.;NA;NA;N;Ind;H
691;A00477;Otiorhynchus cribricollis Gyllenhal, 1834;species;Otiorhynchus cribricollis Gyllenhal, 1834;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Otiorhynchus;cribricollis;NA;Gyllenhal, 1834;I;NonInd;H
693;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
696;A01376;Pithanus maerkelii (Herrich-Schaeffer, 1838);species;Pithanus maerkelii (Herrich-Schaeffer, 1838);Animalia;Arthropoda;Insecta;Hemiptera;Miridae;Pithanus;maerkelii;NA;(Herrich-Schaeffer, 1838);N;Ind;P/H
697;A00584;Microlinyphia johnsoni (Blackwall, 1859);species;Microlinyphia johnsoni (Blackwall, 1859);Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Microlinyphia;johnsoni;NA;(Blackwall, 1859);N;Ind;P
698;NA;Epuraea sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Epuraea;sp.;NA;NA;I;NonInd;S
699;NA;Lepidoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Lepidoptera;NA;Gen.;sp.;NA;NA;N;Ind;H
700;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
701;A00660;Haplodrassus signifer (C. L. Koch, 1839);species;Haplodrassus signifer (C.L.Koch, 1839);Animalia;Arthropoda;Arachnida;Araneae;Gnaphosidae;Haplodrassus;signifer;NA;(C. L. Koch, 1839);I;NonInd;P
702;A00533;Longitarsus kutscherai (Rye, 1872);species;Longitarsus kutscherai (Rye, 1872);Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Longitarsus;kutscherai;NA;(Rye, 1872);I;NonInd;H
703;A00364;Scymniscus helgae (Fürsch, 1965);species;Nephus helgae Fürsch, 1965;Animalia;Arthropoda;Insecta;Coleoptera;Coccinellidae;Scymniscus;helgae;NA;(Fürsch, 1965);I;NonInd;P
704;NA;Lepidoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Lepidoptera;NA;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
705;NA;Laemophloeidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Laemophloeidae;Gen.;sp.;NA;NA;I;NonInd;P
707;NA;Cryptophagus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Cryptophagus;sp.;NA;NA;I;NonInd;S
708;NA;Monotoma sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Monotomidae;Monotoma;sp.;NA;NA;I;NonInd;S
709;NA;Margarodidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Margarodidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
710;A00382;Cartodere nodifer (Westwood, 1839);species;Cartodere nodifer (Westwood, 1839);Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Cartodere;nodifer;NA;(Westwood, 1839);I;NonInd;S
711;A00355;Clitostethus arcuatus (Rossi, 1794);species;Clitostethus arcuatus (Rossi, 1794);Animalia;Arthropoda;Insecta;Coleoptera;Coccinellidae;Clitostethus;arcuatus;NA;(Rossi, 1794);I;NonInd;P
713;A01255;Eurythrips tristis Hood, 1941;species;Eurythrips tristis Hood, 1941;Animalia;Arthropoda;Insecta;Thysanoptera;Phlaeothripidae;Eurythrips;tristis;NA;Hood, 1941;I;NonInd;H
714;NA;Coccidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Coccidae;Gen.;sp.;NA;NA;I;NonInd;H
716;NA;Meligethes sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Meligethes;sp.;NA;NA;I;NonInd;H
717;A01600;Therioaphis trifolii (Monell, 1882);species;Therioaphis trifolii (Monell, 1882);Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Therioaphis;trifolii;NA;(Monell, 1882);N;Ind;H
718;NA;Neomariania sp.;genus;NA;Animalia;Arthropoda;Insecta;Lepidoptera;Blastobasidae;Neomariania;sp.;NA;NA;I;NonInd;H
719;NA;Aleyrodidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
721;A00659;Drassodes lapidosus (Walckenaer, 1802);species;Drassodes lapidosus (Walckenaer, 1802);Animalia;Arthropoda;Arachnida;Araneae;Gnaphosidae;Drassodes;lapidosus;NA;(Walckenaer, 1802);I;NonInd;P
722;NA;Lepidoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Lepidoptera;NA;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
723;A01693;Caloptilia schinella (Walsingham, 1908);species;Caloptilia coruscans (Walsingham, 1907);Animalia;Arthropoda;Insecta;Lepidoptera;Gracillariidae;Caloptilia;schinella;NA;(Walsingham, 1908);I;NonInd;H
724;NA;Geometridae sp.;family;NA;Animalia;Arthropoda;Insecta;Lepidoptera;Geometridae;NA;NA;NA;NA;E;Ind;H
725;A01480;Aphis gossypii Glover, 1877;species;Aphis forbesi Weed, 1889;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Aphis;gossypii;NA;Glover, 1877;N;Ind;H
726;NA;Aleyrodidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
727;NA;Carabidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
728;NA;Noctuidae sp.;family;NA;Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
730;A00639;Altella lucida (Simon, 1874);species;Altella lucida (Simon, 1874);Animalia;Arthropoda;Arachnida;Araneae;Dictynidae;Altella;lucida;NA;(Simon, 1874);I;NonInd;P
731;A01657;Tebenna micalis (Mann, 1857);species;Tebenna micalis (Mann, 1857);Animalia;Arthropoda;Insecta;Lepidoptera;Choreutidae;Tebenna;micalis;NA;(Mann, 1857);N;Ind;H
733;A00383;Cartodere bifasciata (Reitter, 1877);species;Cartodere bifasciata (Reitter, 1877);Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Cartodere;bifasciata;NA;(Reitter, 1877);I;NonInd;S
734;A00444;Chrysolina bankii (Fabricius, 1775);species;Chrysolina bankii (Fabricius, 1775);Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Chrysolina;bankii;NA;(Fabricius, 1775);N;Ind;H
735;A00618;Neriene clathrata (Sundevall, 1830);species;Neriene clathrata (Sundevall, 1830);Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Neriene;clathrata;NA;(Sundevall, 1830);I;NonInd;P
738;A01388;Nezara viridula (Linnaeus, 1758);species;Nezara viridula (Linnaeus, 1758);Animalia;Arthropoda;Insecta;Hemiptera;Pentatomidae;Nezara;viridula;NA;(Linnaeus, 1758);I;NonInd;H
739;NA;Noctuidae sp.;family;NA;Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
744;NA;Aphididae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
745;NA;Theridiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
747;NA;Aleyrodidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
748;A00483;Naupactus cervinus (Boheman, 1840);species;Naupactus cervinus Boheman, 1840;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Naupactus;cervinus;NA;(Boheman, 1840);I;NonInd;H
749;A01258;Haplothrips kurdjumovi Karny, 1913;species;Haplothrips kurdjumovi Karny, 1913;Animalia;Arthropoda;Insecta;Thysanoptera;Phlaeothripidae;Haplothrips;kurdjumovi;NA;Karny, 1913;N;Ind;H
751;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
754;NA;Lepidoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Lepidoptera;NA;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
755;NA;Aleyrodidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
756;A00008;Bembidion semipunctatum (Donovan, 1806);species;Bembidion semipunctatum (Donovan, 1806);Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Bembidion;semipunctatum;NA;(Donovan, 1806);N;Ind;P
757;A00055;Acupalpus flavicollis (Sturm, 1825);species;Acupalpus flavicollis (Sturm, 1825);Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Acupalpus;flavicollis;NA;(Sturm, 1825);N;Ind;P
758;NA;Anthicidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Anthicidae;Gen.;sp.;NA;NA;I;NonInd;S
760;A00011;Tachys micros (Fischer von Waldheim, 1828);species;Tachys micros (Fischer von Waldheim, 1828);Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Tachys;micros;NA;(Fischer von Waldheim, 1828);N;Ind;P
761;A00575;Pachygnatha degeeri Sundevall, 1830;species;Pachygnatha degeeri Sundevall, 1830;Animalia;Arthropoda;Arachnida;Araneae;Tetragnathidae;Pachygnatha;degeeri;NA;Sundevall, 1830;I;NonInd;P
763;A02550;Bledius unicornis (Germar, 1825);species;Bledius unicornis (Germar, 1825);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Bledius;unicornis;NA;(Germar, 1825);Indeterminate;Indeterminate;P
764;A00046;Harpalus distinguendus distinguendus (Duftschmid, 1812);subspecies;Harpalus distinguendus distinguendus;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;distinguendus;distinguendus;(Duftschmid, 1812);I;NonInd;P/H
765;A00039;Bradycellus distinctus (Dejean, 1829);species;Bradycellus distinctus (Dejean, 1829);Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Bradycellus;distinctus;NA;(Dejean, 1829);I;NonInd;P
766;A00133;Philonthus quisquiliarius quisquiliarius (Gyllenhal, 1810);subspecies;Philonthus quisquiliarius quisquiliarius;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Philonthus;quisquiliarius;quisquiliarius;(Gyllenhal, 1810);Indeterminate;Indeterminate;P
767;A00204;Oligota pumilio Kiesenwetter, 1858;species;Oligota pumilio Kiesenwetter, 1858;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Oligota;pumilio;NA;Kiesenwetter, 1858;Indeterminate;Indeterminate;P
768;A00010;Elaphropus parvulus (Dejean, 1831);species;Elaphropus parvulus (Dejean, 1831);Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Elaphropus;parvulus;NA;(Dejean, 1831);I;NonInd;P
769;A02389;Heteroderes vagus Candèze, 1893;species;Heteroderes vagus Candeze, 1893;Animalia;Arthropoda;Insecta;Coleoptera;Elateridae;Heteroderes;vagus;NA;Candèze, 1893;I;NonInd;S
771;A00110;Astenus lyonessius (Joy, 1908);species;Astenus lyonessius (Joy, 1908);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Astenus;lyonessius;NA;(Joy, 1908);Indeterminate;Indeterminate;P
772;NA;Scarabaeidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Gen.;sp.;NA;NA;I;NonInd;S
773;NA;Laemophloeidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Laemophloeidae;Gen.;sp.;NA;NA;I;NonInd;P
774;A01347;Emblethis denticollis Horváth, 1878;species;Emblethis denticollis Horváth, 1878;Animalia;Arthropoda;Insecta;Hemiptera;Rhyparochromidae;Emblethis;denticollis;NA;Horváth, 1878;N;Ind;H
775;A01354;Nysius ericae ericae (Schilling, 1829);subspecies;Nysius ericae ericae;Animalia;Arthropoda;Insecta;Hemiptera;Lygaeidae;Nysius;ericae;ericae;(Schilling, 1829);N;Ind;H
776;A00043;Ophonus ardosiacus (Lutshnik, 1922);species;Ophonus ardosiacus (Lutshnik, 1922);Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Ophonus;ardosiacus;NA;(Lutshnik, 1922);I;NonInd;P/H
777;NA;Anthicidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Anthicidae;Gen.;sp.;NA;NA;I;NonInd;S
780;A01332;Lyctocoris campestris (Fabricius, 1794);species;Lyctocoris campestris (Fabricius, 1794);Animalia;Arthropoda;Insecta;Hemiptera;Lyctocoridae;Lyctocoris;campestris;NA;(Fabricius, 1794);I;NonInd;P
781;A01379;Taylorilygus apicalis (Fieber, 1861);species;Taylorilygus apicalis (Fieber, 1861);Animalia;Arthropoda;Insecta;Hemiptera;Miridae;Taylorilygus;apicalis;NA;(Fieber, 1861);I;NonInd;H
782;A01346;Beosus maritimus (Scopoli, 1763);species;Beosus maritimus (Scopoli, 1763);Animalia;Arthropoda;Insecta;Hemiptera;Rhyparochromidae;Beosus;maritimus;NA;(Scopoli, 1763);N;Ind;H
783;A01399;Liorhyssus hyalinus (Fabricius, 1794);species;Liorhyssus hyalinus (Fabricius, 1794);Animalia;Arthropoda;Insecta;Hemiptera;Rhopalidae;Liorhyssus;hyalinus;NA;(Fabricius, 1794);I;NonInd;H
786;A01365;Dicyphus cerastii Wagner, 1951;species;Dicyphus cerastii Wagner, 1951;Animalia;Arthropoda;Insecta;Hemiptera;Miridae;Dicyphus;cerastii;NA;Wagner, 1951;N;Ind;P
787;A01404;Dicranocephalus agilis (Scopoli, 1763);species;Dicranocephalus agilis (Scopoli, 1763);Animalia;Arthropoda;Insecta;Hemiptera;Stenocephalidae;Dicranocephalus;agilis;NA;(Scopoli, 1763);N;Ind;H
789;A00597;Entelecara schmitzi Kulczynski, 1905;species;Entelecara schmitzi Kulczynski, 1905;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Entelecara;schmitzi;NA;Kulczynski, 1905;N;Ind;P
790;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
791;A00467;Aspidapion radiolus (Marsham, 1802);species;Aspidapion radiolus (Marsham, 1802);Animalia;Arthropoda;Insecta;Coleoptera;Apionidae;Aspidapion;radiolus;NA;(Marsham, 1802);I;NonInd;H
792;NA;Trogiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Psocodea;Trogiidae;Gen.;sp.;NA;NA;I;NonInd;S
793;A00676;Macaroeris diligens (Blackwall, 1867);species;Macaroeris diligens (Blackwall, 1867);Animalia;Arthropoda;Arachnida;Araneae;Salticidae;Macaroeris;diligens;NA;(Blackwall, 1867);N;Ind;P
794;A02558;Cypha seminulum (Erichson, 1839);species;Cypha seminulum (Erichson, 1839);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Cypha;seminulum;NA;(Erichson, 1839);Indeterminate;Indeterminate;P
795;NA;Aleyrodidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
796;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
797;NA;Noctuidae sp.;family;NA;Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;Gen.;sp.;NA;NA;I;NonInd;H
799;NA;Lepidoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Lepidoptera;NA;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;H
800;NA;Achaearanea sp.;genus;NA;Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Achaearanea;sp.;NA;NA;I;NonInd;P
801;NA;Aleyrodidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Gen.;sp.;NA;NA;I;NonInd;H
802;A00366;Novius cardinalis (Mulsant, 1850);species;Novius cardinalis (Mulsant, 1850);Animalia;Arthropoda;Insecta;Coleoptera;Coccinellidae;Novius;cardinalis;NA;(Mulsant, 1850);I;NonInd;P
803;A01643;Chrysoperla lucasina (Lacroix, 1912);species;Chrysoperla lucasina (Lacroix, 1912);Animalia;Arthropoda;Insecta;Neuroptera;Chrysopidae;Chrysoperla;lucasina;NA;(Lacroix, 1912);I;NonInd;P
804;A00679;Salticus mutabilis Lucas, 1846;species;Salticus mutabilis Lucas, 1846;Animalia;Arthropoda;Arachnida;Araneae;Salticidae;Salticus;mutabilis;NA;Lucas, 1846;I;NonInd;P
805;A00356;Stethorus pusillus (Herbst, 1797);species;Stethorus pusillus (Herbst, 1797);Animalia;Arthropoda;Insecta;Coleoptera;Coccinellidae;Stethorus;pusillus;NA;(Herbst, 1797);N;Ind;P
806;NA;Haplothrips sp.;genus;NA;Animalia;Arthropoda;Insecta;Thysanoptera;Phlaeothripidae;Haplothrips;sp.;NA;NA;Indeterminate;Indeterminate;H
807;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;NA
809;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;S
810;A01254;Karnyothrips longiceps (Hood, 1908);species;Karnyothrips longiceps (Hood, 1908);Animalia;Arthropoda;Insecta;Thysanoptera;Phlaeothripidae;Karnyothrips;longiceps;NA;(Hood, 1908);I;NonInd;H
818;A01517;Dysaphis plantaginea (Passerini, 1860);species;Dysaphis plantaginea (Passerini, 1860);Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Dysaphis;plantaginea;NA;(Passerini, 1860);I;NonInd;H
820;A01609;Eriosoma lanigerum (Hausmann, 1802);species;Eriosoma pyri Westwood, 1849;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Eriosoma;lanigerum;NA;(Hausmann, 1802);I;NonInd;H
822;A00468;Kalcapion semivittatum semivittatum (Gyllenhal, 1833);subspecies;Kalcapion semivittatum semivittatum;Animalia;Arthropoda;Insecta;Coleoptera;Apionidae;Kalcapion;semivittatum;semivittatum;(Gyllenhal, 1833);Indeterminate;Indeterminate;H
823;A00155;Coproporus pulchellus (Erichson, 1839);species;Coproporus pulchellus (Erichson, 1839);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Coproporus;pulchellus;NA;(Erichson, 1839);Indeterminate;Indeterminate;P
824;A00182;Atheta pasadenae Bernhauer, 1906;species;Atheta pasadenae Bernhauer, 1906;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Atheta;pasadenae;NA;Bernhauer, 1906;Indeterminate;Indeterminate;P
825;A00183;Atheta atramentaria (Gyllenhal, 1810);species;Atheta atramentaria (Gyllenhal, 1810);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Atheta;atramentaria;NA;(Gyllenhal, 1810);Indeterminate;Indeterminate;P
826;A00190;Atheta oblita (Erichson, 1839);species;Atheta oblita (Erichson, 1839);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Atheta;oblita;NA;(Erichson, 1839);Indeterminate;Indeterminate;P
827;A02559;Stenomastax madeirae Assing, 2003;species;Stenomastax madeirae Assing, 2003;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Stenomastax;madeirae;NA;Assing, 2003;Indeterminate;Indeterminate;P
828;A00298;Carpophilus hemipterus (Linnaeus, 1758);species;Carpophilus hemipterus (Linnaeus, 1758);Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Carpophilus;hemipterus;NA;(Linnaeus, 1758);I;NonInd;S
830;A00177;Atheta amicula (Stephens, 1832);species;Atheta amicula (Stephens, 1832);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Atheta;amicula;NA;(Stephens, 1832);Indeterminate;Indeterminate;P
831;NA;Mycetophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Mycetophagidae;Gen.;sp.;NA;NA;I;NonInd;F
832;A02560;Paraphloeostiba gayndahensis (MacLeay, 1871);species;Paraphloeostiba gayndahensis (W.J.MacLeay, 1871);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Paraphloeostiba;gayndahensis;NA;(MacLeay, 1871);I;NonInd;P
833;A00450;Epitrix hirtipennis (Melsheimer, 1847);species;Epitrix hirtipennis (Melsheimer, 1847);Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Epitrix;hirtipennis;NA;(Melsheimer, 1847);I;NonInd;H
834;NA;Mycetophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Mycetophagidae;Gen.;sp.;NA;NA;I;NonInd;F
835;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;I;NonInd;NA
837;NA;Hydrophilidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Gen.;sp.;NA;NA;I;NonInd;S
838;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
839;A00162;Aleochara clavicornis L. Redtenbacher, 1849;species;Aleochara clavicornis L.Redtenbacher, 1849;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Aleochara;clavicornis;NA;L. Redtenbacher, 1849;Indeterminate;Indeterminate;P
840;A00336;Cryptophagus cellaris (Scopoli, 1763);species;Cryptophagus cellaris (Scopoli, 1763);Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Cryptophagus;cellaris;NA;(Scopoli, 1763);I;NonInd;S
843;NA;Trixagus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Throscidae;Trixagus;sp.;NA;NA;I;NonInd;H
844;NA;Clubionidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Clubionidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
845;A01277;Frankliniella occidentalis (Pergande, 1895);species;Frankliniella occidentalis (Pergande, 1895);Animalia;Arthropoda;Insecta;Thysanoptera;Thripidae;Frankliniella;occidentalis;NA;(Pergande, 1895);I;NonInd;H
846;NA;Geometridae sp.;family;NA;Animalia;Arthropoda;Insecta;Lepidoptera;Geometridae;Gen.;sp.;NA;NA;N;Ind;H
847;NA;Lepidoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Lepidoptera;NA;Gen.;sp.;NA;NA;I;NonInd;H
848;NA;Aleyrodidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Aleyrodidae;Gen.;sp.;NA;NA;I;NonInd;H
849;A01696;Phyllocnistis citrella Stainton, 1856;species;Phyllocnistis citrella Stainton, 1856;Animalia;Arthropoda;Insecta;Lepidoptera;Gracillariidae;Phyllocnistis;citrella;NA;Stainton, 1856;I;NonInd;H
850;NA;Psocidae sp.;family;NA;Animalia;Arthropoda;Insecta;Psocodea;Psocidae;Gen.;sp.;NA;NA;I;NonInd;S
852;A01780;Opogona sacchari (Bojer, 1856);species;Opogona sacchari (Bojer, 1856);Animalia;Arthropoda;Insecta;Lepidoptera;Tineidae;Opogona;sacchari;NA;(Bojer, 1856);I;NonInd;H
855;A02358;Fulvius borgesi Chérot, Ribes & Gorczyca, 2006;species;Fulvius borgesi Cherot, Ribes & Gorczyca, 2006;Animalia;Arthropoda;Insecta;Hemiptera;Miridae;Fulvius;borgesi;NA;Chérot, Ribes & Gorczyca, 2006;I;NonInd;H
